Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2020-01-02,72.94876098632812,73.07038516002383,72.91401027555501,72.95745032102649,5511000
2020-01-03,73.20941162109375,73.22679029767038,73.06172601030794,73.13122746056824,5368300
2020-01-06,73.12250518798828,73.24412935715287,73.07038243778064,73.23544665079834,3710400
2020-01-07,73.06167602539062,73.14854946477026,73.0356146563786,73.14854946477026,3029900
2020-01-08,72.94876098632812,73.14856928824805,72.88794889948026,73.08775720140021,3674400
2020-01-09,73.0356216430664,73.0616830145715,72.8531854145115,72.89662545236614,5886600
2020-01-10,73.15724182128906,73.18330319137841,73.06167904561552,73.11380841381308,4525700
2020-01-13,73.11381530761719,73.1311873466418,73.06168593450442,73.1311873466418,3735700
2020-01-14,73.21809387207031,73.22678320951752,73.1312203816656,73.14859242853755,3492300
2020-01-15,73.33103942871094,73.33103942871094,73.24415930548085,73.32235009078336,2594300
2020-01-16,73.28759002685547,73.34840212855255,73.2441499707767,73.29627936367561,4784100
2020-01-17,73.27890014648438,73.28758948324007,73.19202666299323,73.20939870848268,3090600
2020-01-21,73.46134948730469,73.48741087417493,73.3397252632282,73.40053737526645,2910600
2020-01-22,73.5221176147461,73.5221176147461,73.46130553908867,73.48736691036768,4192100
2020-01-23,73.65242767333984,73.6958677087971,73.60030493320622,73.65242767333984,3104800
2020-01-24,73.76537322998047,73.84355734454311,73.66981044905776,73.69587182057865,4548400
2020-01-27,74.00860595703125,74.01728866036449,73.93041523090751,73.99122729432916,3208600
2020-01-28,73.87833404541016,73.9652075237217,73.82621128402754,73.9565181874841,3993400
2020-01-29,74.08682250976562,74.13026255753245,73.96519832964336,73.99125970709517,4177500
2020-01-30,74.10420227050781,74.23450915968431,74.04339017955185,74.15632502617841,4795700
2020-01-31,74.2953109741211,74.34744035060197,74.1736868090322,74.19106547719913,6264000
2020-02-03,74.22827911376953,74.26310434304675,74.08027022878304,74.19345388449231,6030800
2020-02-04,74.00192260742188,74.03674783865812,73.9322721449494,74.02803987029063,4180900
2020-02-05,73.88001251220703,73.94966295100987,73.85389525821383,73.90612976620024,3537200
2020-02-06,73.9496841430664,73.96709343664045,73.87132571639987,73.92356688158867,3435700
2020-02-07,74.176025390625,74.20214928983509,74.09767361969134,74.14990813364712,4169700
2020-02-10,74.28922271728516,74.34145724086679,74.23698155147011,74.30663201106789,2785500
2020-02-11,74.16732025146484,74.28049723995822,74.1586122855094,74.25437998432373,3799400
2020-02-12,74.08024597167969,74.1150711895536,74.04542739603691,74.08895393670596,4127500
2020-02-13,74.1498794555664,74.20212059154969,74.08893699877727,74.12376220868958,2852500
2020-02-14,74.22827911376953,74.29792293009064,74.21957114589189,74.28051363656868,3069000
2020-02-18,74.34144592285156,74.4110963718455,74.28050344053997,74.37627114734853,3645200
2020-02-19,74.332763671875,74.3762968781148,74.28052913817501,74.3153543747199,3109600
2020-02-20,74.51558685302734,74.51558685302734,74.39370185331855,74.41982576088556,8404000
2020-02-21,74.69840240478516,74.81157940713881,74.6374599200974,74.66357717893034,6561500
2020-02-24,74.9334716796875,75.03794736743437,74.92476371181694,75.02053143169324,6314500
2020-02-25,74.99444580078125,75.0902135610496,74.93350328445014,74.9509125853007,7928900
2020-02-26,74.95088195800781,75.1250081065405,74.87253017284314,74.94218063225622,8015900
2020-02-27,75.0379409790039,75.20335250106233,74.97699849356496,75.09888346444285,9514600
2020-02-28,75.53418731689453,75.62995502669958,75.22076692884758,75.32523596337482,16377200
2020-03-02,75.48445129394531,75.815948583588,75.45828185644783,75.7374336155926,10154400
2020-03-03,75.9380874633789,76.34808646616813,75.4931869984754,75.51935643955727,9323900
2020-03-04,75.92064666748047,76.24341867923803,75.89447722297399,76.12129016787132,7445600
2020-03-05,76.20852661132812,76.33065512709108,76.13873698646218,76.22597068979215,5385000
2020-03-06,76.73193359375,76.99364135278823,76.47023249021655,76.95002117444693,10176200
2020-03-09,76.56620025634766,77.91834619001409,76.52258672476539,77.86600728991293,12445600
2020-03-10,75.53678131103516,76.49637161010189,75.53678131103516,76.27828411585983,14177600
2020-03-11,74.10615539550781,76.1038383831284,74.03637242962284,75.70255804339524,10511600
2020-03-12,70.0759048461914,74.05382029161777,66.72607605885476,72.82380976541565,16986900
2020-03-13,73.0331802368164,73.66999233385543,71.09656118624872,71.26230990037112,14137500
2020-03-16,73.80085754394531,73.84447773503396,69.36059629799767,70.93954871390733,8411000
2020-03-17,72.27426147460938,73.90555984460178,72.22192255707762,72.8849110196826,13629700
2020-03-18,70.52953338623047,72.11721095780298,70.0584633389939,71.04422361868566,10076800
2020-03-19,70.48591613769531,71.16634839596895,69.42164756736763,69.56122017279289,11007200
2020-03-20,71.6810073852539,72.01250468862868,70.38993294154088,70.39865165073259,8864500
2020-03-23,73.26868438720703,73.26868438720703,70.83482676464396,70.8435521293458,10973300
2020-03-24,73.34720611572266,73.48677868629436,72.17825339160355,72.36144613419981,9371200
2020-03-25,74.33297729492188,74.71681360331495,73.39956262674316,73.39956262674316,9655500
2020-03-26,74.67317962646484,74.75169460936185,74.18466561912062,74.1933909851101,10803800
2020-03-27,75.07447814941406,75.14426778324875,74.33298159256148,74.47256086023084,4975200
2020-03-30,75.15296936035156,75.51935483873916,75.03955957739562,75.03955957739562,6030800
2020-03-31,74.45509338378906,75.38850789606839,74.45509338378906,75.24020994914184,8523900
2020-04-01,74.83977508544922,75.41681394652784,74.79606426498582,75.29441297666618,5995000
2020-04-02,75.18953704833984,75.34691076479015,75.09336385104486,75.29445508275882,6356100
2020-04-03,75.15452575683594,75.30315455979883,75.04086961404424,75.23321590980933,4151200
2020-04-06,75.39057922363281,75.45177970296517,75.18948812276821,75.45177970296517,4373100
2020-04-07,75.46053314208984,75.53047846701737,75.2419590044563,75.39059448751564,6009600
2020-04-08,75.65287780761719,75.65287780761719,75.36435835132148,75.45179334075887,4572300
2020-04-09,76.48348236083984,76.48348236083984,75.84524280058771,75.84524280058771,5070700
2020-04-13,76.23865509033203,76.40477356629127,76.0113427941652,76.40477356629127,7018100
2020-04-14,76.23865509033203,76.40477356629127,76.1599716040481,76.40477356629127,5818300
2020-04-15,76.61461639404297,76.63210606320733,76.23866855126155,76.27364121923591,3922500
2020-04-16,76.65830993652344,76.76322790765369,76.5009363150042,76.61459244763108,3459600
2020-04-17,76.55341339111328,76.8157050571728,76.43101239237994,76.68455922414304,3528300
2020-04-20,76.43099212646484,76.53591009914015,76.36104681134796,76.52716526716245,3705200
2020-04-21,76.52720642089844,76.68458012936546,76.44852290184292,76.67583529268508,4513000
2020-04-22,76.46598052978516,76.51843619174821,76.35232437208062,76.45723569600672,3240100
2020-04-23,76.58837890625,76.64957939990187,76.50095058251212,76.56215107616399,2587200
2020-04-24,76.56214904785156,76.60586654373908,76.47472072642987,76.55340421460338,2272600
2020-04-27,76.29109191894531,76.54463862948211,76.27360225871466,76.52714896925146,3117300
2020-04-28,76.5184326171875,76.54466711729724,76.41352129816232,76.50094962080112,3118800
2020-04-29,76.57091522216797,76.68457140465793,76.48348687637913,76.62337089557022,4867500
2020-04-30,76.50967407226562,76.69327550200236,76.50092924122531,76.66704767923308,5390100
2020-05-01,76.47815704345703,76.60955746006516,76.35551219886094,76.54823503776711,4857100
2020-05-04,76.55702209472656,76.58330218656185,76.45189504374049,76.51321748590448,7276600
2020-05-05,76.4869384765625,76.53950534462196,76.46065838435528,76.4869384765625,3625600
2020-05-06,76.145263671875,76.4606380618281,76.09270350143056,76.42559572031739,5006600
2020-05-07,76.39054107666016,76.42558341252754,76.18905599997538,76.37302325054755,3425600
2020-05-08,76.17153930664062,76.36426883186732,76.12774139504364,76.32922649240402,3078900
2020-05-11,75.93498229980469,76.18903414925053,75.8911777216229,76.15399182343315,4344300
2020-05-12,76.18028259277344,76.27664733139102,76.0225954462757,76.10144236134516,3942700
2020-05-13,76.26789855957031,76.38178782550924,76.22410065113735,76.3379832334339,2628900
2020-05-14,76.47815704345703,76.47815704345703,76.37303002652777,76.41683462115898,2844700
2020-05-15,76.52197265625,76.66214204458102,76.46065021976625,76.66214204458102,2871300
2020-05-18,76.38180541992188,76.55701046129664,76.27667838491067,76.55701046129664,3573700
2020-05-19,76.47815704345703,76.48691261546908,76.35551219886094,76.45187027649266,3083000
2020-05-20,76.67964935302734,76.714691695301,76.45187747007027,76.5394866675761,4388600
2020-05-21,76.75847625732422,76.81979866938491,76.70590941581389,76.74095174894023,5762200
2020-05-22,76.78478240966797,76.81106249752611,76.74974006464248,76.81106249752611,3710300
2020-05-26,76.74095916748047,76.79352601407244,76.67963674949175,76.79352601407244,5193900
2020-05-27,76.7760238647461,76.89866873644344,76.71470142889743,76.87238864731461,7606400
2020-05-28,76.80229187011719,76.80229187011719,76.65336693272226,76.69717153014109,7381900
2020-05-29,77.02128601074219,77.03881051964504,76.7672341007855,76.84608102356468,6196500
2020-06-01,76.958984375,76.958984375,76.84488245255741,76.87998558522037,4345600
2020-06-02,77.02042388916016,77.02042388916016,76.91509440301074,76.95020423172721,5445500
2020-06-03,76.84486389160156,76.9589657864842,76.76586512090314,76.91507683648356,5036400
2020-06-04,76.66055297851562,76.9238733449835,76.62544984640067,76.89754264763974,6341700
2020-06-05,76.65177917480469,76.65177917480469,76.3884588130395,76.53767055966613,6465600
2020-06-08,76.73079681396484,76.79223735929884,76.55525431201549,76.60791572329686,4491000
2020-06-09,76.78343963623047,76.90632068643254,76.78343963623047,76.87998329294781,5445200
2020-06-10,77.10821533203125,77.10821533203125,76.80101262085122,76.92389370532324,3951600
2020-06-11,76.96776580810547,77.18719722464448,76.9589866764196,77.18719722464448,5026500
2020-06-12,77.04674530029297,77.16085390399702,76.96775321758798,77.0906342550275,4087300
2020-06-15,77.20475769042969,77.29252892785907,77.05554591714811,77.1169864530003,4486100
2020-06-16,77.10821533203125,77.3188676630523,77.04677478979525,77.3188676630523,9338500
2020-06-17,77.12574768066406,77.1871882022526,76.98530837616762,77.17840907159292,3900300
2020-06-18,77.21353149414062,77.23986219390058,77.13453269834505,77.18720079438067,2988600
2020-06-19,77.23987579345703,77.25742736421539,77.18721438466508,77.18721438466508,2606400
2020-06-22,77.21353149414062,77.38030152130793,77.19597322995685,77.3451916894561,3048400
2020-06-23,77.17840576171875,77.25739784472438,77.16085419766672,77.24862541095553,3037100
2020-06-24,77.18717193603516,77.23983331586629,77.10817316977524,77.16084124611959,3256700
2020-06-25,77.26619720458984,77.36274757344033,77.23986650336082,77.35396844085864,4318400
2020-06-26,77.40664672851562,77.42419829947318,77.28376564226183,77.3890884610411,2911700
2020-06-29,77.45926666259766,77.46804579163417,77.35393720369974,77.43293597200152,3047300
2020-06-30,77.53827667236328,77.55583493449828,77.38906492679043,77.54705580343078,5405900
2020-07-01,77.5576400756836,77.5576400756836,77.38177508855549,77.504881921309,3569200
2020-07-02,77.68071746826172,77.68071746826172,77.53123161497446,77.58399645817096,4007000
2020-07-06,77.65435028076172,77.67194080079047,77.54003873584567,77.60159213831088,4026800
2020-07-07,77.7774429321289,77.7774429321289,77.63675234158963,77.70710099126751,3300800
2020-07-08,77.73348999023438,77.81262719962153,77.68952040136328,77.80383864890119,2908100
2020-07-09,77.94451904296875,77.98848862607773,77.75985886978066,77.77744267773437,3189700
2020-07-10,77.85657501220703,78.04123515794544,77.83898449805169,78.04123515794544,2960500
2020-07-13,77.89176177978516,77.90934558793516,77.81261787106881,77.84779219618535,3115800
2020-07-14,77.98851013183594,78.03247301825147,77.9445405366021,77.97091961021508,3067300
2020-07-15,77.99727630615234,78.05882969652886,77.93572291577583,78.01486682272642,3349900
2020-07-16,78.0500717163086,78.13800420716966,78.0500717163086,78.10282986906142,2856100
2020-07-17,78.12918090820312,78.19952955917445,78.0588322572318,78.18194575083993,2430300
2020-07-20,78.20833587646484,78.26109401774508,78.15557102636706,78.26109401774508,2771000
2020-07-21,78.2522964477539,78.2962660367344,78.23471263745212,78.26988696687305,3044700
2020-07-22,78.35781860351562,78.38419767309672,78.30506046435345,78.36661386298175,5609100
2020-07-23,78.42815399169922,78.47211686395683,78.39297966860343,78.47211686395683,4394900
2020-07-24,78.41058349609375,78.4633483486178,78.34023483194026,78.40179494468796,2980400
2020-07-27,78.35781860351562,78.50730447035333,78.2610908758401,78.4985092108872,5146900
2020-07-28,78.39300537109375,78.47214259239364,78.33145196269884,78.445763518627,5547800
2020-07-29,78.51610565185547,78.51610565185547,78.4017941054431,78.43696172832553,3136200
2020-07-30,78.56006622314453,78.58645200275662,78.52489860129695,78.54248241222075,2621100
2020-07-31,78.66557312011719,78.67436837818836,78.49849676084592,78.5688454077829,5110000
2020-08-03,78.63829040527344,78.69114921087767,78.55020135695118,78.68233828981636,6270000
