Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02,301.1949157714844,301.2134763683978,299.02544795208075,299.96185270123607,59151200
2020-01-03,298.9142150878906,300.0545884148705,297.6996842496835,297.7553094565026,77709700
2020-01-06,300.0545654296875,300.1380032335245,297.0135701240249,297.1341008274313,55653900
2020-01-07,299.21087646484375,299.96184498710954,298.75656625604176,299.4797221772456,40496400
2020-01-08,300.8055114746094,302.0385744306047,299.155231237021,299.40554462982266,68296000
2020-01-09,302.8451843261719,302.9193701237404,301.7975292108521,302.39090241703354,48473300
2020-01-10,301.9736328125,303.59610025680854,301.5008186826548,303.43850497805573,53029300
2020-01-13,304.0504150390625,304.0596670421041,302.16835390657394,302.6041034443219,47086800
2020-01-14,303.58685302734375,304.67157257704264,303.02129251091276,303.6053853270217,62832800
2020-01-15,304.2730407714844,305.0425417808512,303.4108216385122,303.49425946167736,72056600
2020-01-16,306.8040466308594,306.8040466308594,305.44117250791817,305.6729536288701,54050300
2020-01-17,307.7589111328125,307.9721316059004,306.73906878243395,307.5271300665259,95846000
2020-01-21,307.15631103515625,307.9721850570609,306.71130941854796,306.78546692345196,77742400
2020-01-22,307.1934509277344,308.6861361946991,307.0358555956079,308.0278573801114,48914900
2020-01-23,307.54571533203125,307.9629326406357,305.4040601741914,306.5351531042118,51963000
2020-01-24,304.8106994628906,308.2966964971266,303.50345057505217,308.213258690702,87578400
2020-01-27,299.9248352050781,301.42677266583695,299.14605386592905,299.48908547195424,84062500
2020-01-28,303.0677795410156,303.9578112508608,300.01753162979446,301.37112564800043,63834000
2020-01-29,302.8173522949219,304.68088130237015,302.6133838050838,304.4491002136264,53888900
2020-01-30,303.8001708984375,304.0134197342434,299.9618899091055,300.72211054984706,75491800
2020-01-31,298.2837829589844,303.3273426273975,297.3566584360201,303.1697190093118,113845600
2020-02-03,300.49957275390625,302.3909145575543,299.66516640610627,299.78569711180046,69083000
2020-02-04,305.0795593261719,305.9603388424483,303.8372159988291,304.16171520448836,62573200
2020-02-05,308.60260009765625,308.81584888560207,306.57222378456345,308.05560012188914,65951100
2020-02-06,309.6409912109375,309.83567939632974,308.5469630079782,309.5760857179438,50359700
2020-02-07,307.99078369140625,309.6503162476195,307.4345033083513,308.56559637957804,64139400
2020-02-10,310.28997802734375,310.35488352384476,307.0543230230456,307.09141592013054,42070000
2020-02-11,310.8277282714844,312.45944793843125,310.2899802874024,311.6621345536354,54864500
2020-02-12,312.8304138183594,313.0436343812962,311.91254116944316,312.2833853730542,43992700
2020-02-13,312.49652099609375,313.47927051168205,311.1058345162701,311.3839604947992,54501900
2020-02-14,312.9971923828125,313.11772307766057,311.69922392596857,312.91375458490006,64582200
2020-02-18,312.190673828125,313.0621732074738,310.78142634138374,311.986705286286,57226200
2020-02-19,313.68328857421875,314.3693516254217,312.88597511402,313.17338143512364,48814700
2020-02-20,312.39459228515625,313.9614348568064,309.3628772496284,313.1270002235024,74163400
2020-02-21,309.1775207519531,311.3377086134917,308.3430859798867,311.0224896457855,113788200
2020-02-24,298.9234619140625,309.2516130317988,297.82943361740735,299.5909926147371,161088400
2020-02-25,289.865478515625,300.9538799672394,288.97544688943134,300.33272237683167,218913200
2020-02-26,288.7991943359375,294.9274718450983,288.05750627787023,291.2838804534073,194773800
2020-02-27,275.8288269042969,288.8549151828299,275.8288269042969,283.1994499130487,284353500
2020-02-28,274.669921875,276.18113938347227,264.73114579745976,267.6608627028327,384975800
2020-03-02,286.5648498535156,286.6297553457382,273.00101665842163,276.47773282420764,238703600
2020-03-03,278.35986328125,290.96876270415356,275.8844565999009,286.9450455893438,300139100
2020-03-04,290.0601501464844,290.2826792604954,281.2246550168901,283.8113402286171,176613400
2020-03-05,280.4180908203125,285.9901185658013,278.14665258943756,282.7544628554482,186366800
2020-03-06,275.78240966796875,277.00622063787995,269.079318520246,271.7865058606779,228667200
2020-03-09,254.2454071044922,263.4795608469863,253.5222509974342,255.2374089930465,309417300
2020-03-10,267.4012451171875,267.49393492689694,253.56853593613423,263.8967158436713,276444100
2020-03-11,254.36582946777344,261.39344806152485,251.1394547567128,260.2438228926265,255316300
2020-03-12,230.02880859375,247.2269670352048,229.63013779196152,237.34381868984252,392220700
2020-03-13,249.69313049316406,251.69572243435434,230.40894166567574,243.9171357513015,329566100
2020-03-16,222.3708038330078,238.17826430573805,220.0622588716851,223.6038668959046,297240000
2020-03-17,234.37705993652344,237.50147890148386,219.79339653886174,227.1825652688413,262070500
2020-03-18,222.50985717773438,230.26988391983323,211.4029107680486,219.03314065933228,327597100
2020-03-19,222.98269653320312,229.3520511289964,215.2968410618975,221.81452481822967,289322000
2020-03-20,213.3734130859375,227.98687876671326,213.0936374118293,226.17767886812643,347158800
2020-03-23,207.9178466796875,214.19408009070773,203.54406232495595,212.8045507552266,326025200
2020-03-24,226.75592041015625,227.64187927428833,218.03634059093932,218.614533340175,235494500
2020-03-25,230.15048217773438,239.06592291440546,223.5851517615496,228.35993751877487,299430300
2020-03-26,243.58889770507812,245.08099675224295,232.2580891333931,232.69640105498817,257632800
2020-03-27,236.33346557617188,243.2252033197618,234.1232644732971,236.19358483421166,224341200
2020-03-30,244.00852966308594,244.73593787908052,236.43601632222862,238.4597047415963,171369500
2020-03-31,240.37152099609375,245.5752837876098,238.9446805161645,242.99205790066983,194881100
2020-04-01,229.5536346435547,240.28759621981686,227.4553381139793,231.2602508618741,189554600
2020-04-02,234.8506622314453,235.64334345021692,228.09880553341145,228.65835693606002,177660400
2020-04-03,231.45608520507812,236.24020557889955,228.68633280233766,233.8527985965166,135561200
2020-04-06,247.0021209716797,248.99784771905112,231.43743600190354,240.4554462322951,188061200
2020-04-07,247.25389099121094,256.4863881307819,247.0300818479367,255.7216689446453,201427200
2020-04-08,255.55389404296875,257.39107057642394,247.36587489274078,249.89314881257962,153774500
2020-04-09,259.4427185058594,262.24044719516786,256.8967751530002,258.8644973370292,189999200
2020-04-13,257.0739440917969,258.7992156557036,253.11049546713045,258.4541670349154,114839100
2020-04-14,264.6557922363281,265.6909380967998,256.93406289185134,262.0352555449032,134143400
2020-04-15,259.0323791503906,264.7956933412649,256.88743677523325,258.85518739235687,121775000
2020-04-16,260.281982421875,261.1492713218988,257.1671818160106,260.3285998406004,131798300
2020-04-17,267.31365966796875,267.92913492449776,263.35951716744296,266.1386045310239,146684800
2020-04-20,262.6041564941406,267.4535646306005,262.38034728967847,263.55537407307474,100109300
2020-04-21,254.63063049316406,259.2935118022099,253.6793844917386,258.0718391760374,126385700
2020-04-22,260.281982421875,262.05387123288057,258.2396385863591,259.58255038121786,92951600
2020-04-23,260.263427734375,264.7957641605073,259.9556900228357,261.578363967266,104709700
2020-04-24,263.89111328125,264.57190421689205,259.7224961366366,261.80215150389427,85063200
2020-04-27,267.6960144042969,268.833758623907,265.4298608352278,265.8961489832652,77896600
2020-04-28,266.4649353027344,271.7526249791075,266.1571693029696,271.3982415660253,105270000
2020-04-29,273.4407043457031,274.9981193767541,270.8295019427112,271.873982903908,118745600
2020-04-30,270.8948059082031,273.5433194982453,269.1322228319575,272.0418566784835,122901700
2020-05-01,263.72320556640625,271.0625749832255,262.5388156947959,266.0732871131243,125180000
2020-05-04,264.4506530761719,264.7583907151607,260.3100122645108,261.8114463607373,80873200
2020-05-05,266.8939514160156,269.7476319526153,264.5811524850615,267.31362203726525,79569900
2020-05-06,265.0848083496094,269.0109465308684,264.6464963583546,268.619280429729,73632600
2020-05-07,268.2834777832031,270.24189322800635,267.7705723271666,268.34876493868796,75250400
2020-05-08,272.7225646972656,273.19818762894636,270.3165023534317,271.46358123455855,76452400
2020-05-11,272.7785339355469,274.17739821213945,270.3351888860266,270.76416596205763,79514200
2020-05-12,267.3416442871094,274.4012248219,267.20173508258847,273.9815825882423,95870800
2020-05-13,262.61346435546875,267.8265619130313,260.15144951971445,266.77274625045317,144721100
2020-05-14,265.7561950683594,265.8867409146863,254.58392387151173,260.142097557135,121977900
2020-05-15,266.97796630859375,267.0245837438458,262.37103669077266,263.33158922874094,111146300
2020-05-18,275.1099548339844,276.7419630406266,272.96504114638316,273.29142001974003,119703800
2020-05-19,272.2842712402344,276.23838517730223,272.26562996202875,274.50380712527533,95189300
2020-05-20,276.90985107421875,277.78647500066535,275.64156107168105,275.8747051274388,85861700
2020-05-21,274.9980773925781,277.5999729875924,273.8883094257428,276.7793013690956,78293900
2020-05-22,275.5202941894531,275.6974859309924,273.44997404196266,274.7089575097548,63958200
2020-05-26,278.9148864746094,281.81521335042993,275.5389650740478,281.57273442332837,88951400
2020-05-27,283.06488037109375,283.1021913915124,276.85391885998195,281.7499443860414,104817400
2020-05-28,282.5426025390625,286.1516677528395,281.8618116913607,284.1093236697002,90405200
2020-05-29,283.8016052246094,284.3984392127956,279.278604815831,282.0669986371333,119090800
2020-06-01,284.9486083984375,285.56411202327604,282.6265030783365,283.1487434036607,55758300
2020-06-02,287.3080749511719,287.3547208390642,284.5290159756294,285.8812344450804,74267200
2020-06-03,291.1316223144531,292.10150950135704,289.04266079801346,289.32242226540586,92567600
2020-06-04,290.366943359375,291.89638215348884,288.2406705319273,290.13379928417254,75794400
2020-06-05,297.80889892578125,299.60876427400115,295.7758895129743,295.84117668145115,150524700
2020-06-08,301.4085693359375,301.60440232373867,298.0792662435158,298.6294826587403,73641200
2020-06-09,299.1611328125,301.48323848713284,297.8275271917575,298.70415111309836,77479200
2020-06-10,297.4917907714844,300.65323756930644,296.76438251552014,299.74863756868734,95000800
2020-06-11,280.34173583984375,291.1036738483451,279.7822128518547,290.4601939521889,209243600
2020-06-12,283.69903564453125,288.24067779024523,278.46729612603076,287.45731709303516,194678900
2020-06-15,286.3475341796875,287.4946132448281,276.7326750503248,277.9263715452806,135782700
2020-06-16,291.8591003417969,294.35842670767613,286.9257917079678,294.2092110694167,137627500
2020-06-17,290.6467590332031,293.1927028051911,289.90068085058283,292.894271532143,83398900
2020-06-18,290.75860595703125,291.24353533454155,288.64166823255516,289.10795633168823,80828700
2020-06-19,289.09698486328125,294.4735199564145,287.12057481652477,294.27682512221,135549600
2020-06-22,290.9515686035156,291.3543341867788,287.3266211837307,288.4880953625206,74649400
2020-06-23,292.2910461425781,294.58592407582245,291.8789045661162,293.63986792277876,68471200
2020-06-24,284.8350524902344,290.8485514007504,282.97106821028643,290.22096314675923,132813500
2020-06-25,287.88861083984375,288.1602560504221,282.2029562387228,284.25428777629224,89468000
2020-06-26,281.05084228515625,286.9894190568023,280.4607578553267,286.77397235101216,127961000
